1,41365,41366,71438,110939,158216,198545,217165,371623,391892,424261,462987,464502,464503,465029,470477,477114,488834,490583,517147,563525,630691,639859,658841,678366,678999,724538,724539,724540,760959,769517,770507,770549,840327,938310,939456,965779,978433,978434,1005241,1006804,1073503,1080924,1081628,1083932,1085993,1100867,1101471
qid:9985,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
